
time,temperature_2m_max (°C),temperature_2m_min (°C),shortwave_radiation_sum (MJ/m²),rain_sum (mm),windspeed_10m_max (km/h)
2019-01-04,29.2,24.7,19.34,0.00,17.1
2019-01-05,28.6,25.0,18.93,1.90,18.4
2019-01-06,28.4,23.8,19.35,2.90,17.3
2019-01-07,27.4,23.2,20.70,0.70,17.8
2019-01-08,28.2,23.2,20.98,1.90,17.4
2019-01-09,28.0,24.1,20.35,1.60,20.0
2019-01-10,27.9,24.7,20.21,1.60,19.1
2019-01-11,29.3,24.0,25.82,1.60,21.1
2019-01-12,26.6,24.2,10.80,11.70,17.7
2019-01-13,28.8,24.3,23.84,1.10,15.4
2019-01-14,28.1,23.9,19.61,3.20,19.5
2019-01-15,28.3,24.7,19.18,0.10,19.2
2019-01-16,28.6,24.2,20.26,2.00,17.9
2019-01-17,28.5,24.6,20.64,1.70,18.0
2019-01-18,28.3,24.0,19.75,1.60,19.5
2019-01-19,28.7,24.3,20.35,3.00,16.9
2019-01-20,27.8,24.1,19.85,2.10,18.2
2019-01-21,28.6,25.0,22.31,0.70,20.3
2019-01-22,27.1,24.2,20.31,1.60,14.8
2019-01-23,29.4,23.6,24.79,0.70,15.4
2019-01-24,29.5,25.4,24.03,0.20,17.3
2019-01-25,29.2,25.1,23.20,0.00,18.1
2019-01-26,27.3,24.4,14.61,3.30,13.5
2019-01-27,28.9,24.2,23.75,1.90,19.4
2019-01-28,26.7,24.1,15.43,11.60,14.1
2019-01-29,28.7,24.3,23.00,1.30,22.4
2019-01-30,28.5,24.8,20.29,0.10,19.5
2019-01-31,29.1,25.0,22.42,0.80,17.4
2019-02-01,29.0,25.0,23.46,0.50,17.7
2019-02-02,29.3,25.0,22.66,0.30,18.1
2019-02-03,28.8,24.3,18.55,14.40,15.6
2019-02-04,29.1,24.6,17.91,3.60,11.2
2019-02-05,29.1,24.7,17.47,10.00,17.2
2019-02-06,27.8,24.6,13.28,6.30,15.8
2019-02-07,28.7,25.0,22.79,0.00,17.4
2019-02-08,29.2,24.7,25.89,0.00,14.9
2019-02-09,29.1,24.5,26.13,1.50,17.5
2019-02-10,28.6,25.2,17.47,1.00,20.7
2019-02-11,29.2,24.8,22.71,2.00,21.2
